ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-10092,2025-07-18 07:49:02.485347,Johanna Otto,johanna.otto@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Performance,Medium,Extreme lag in Kaledo when opening large design files,19.47541318818115,2025-07-19 03:17:33.972824,"Optimized GPU settings, cleared cache",5
HBIT-10093,2025-06-15 02:11:53.021410,Luciano Säuberlich,luciano.säuberlich@hugoboss.com,Filderstadt Logistics Hub,E-Commerce,Performance,Medium,Extreme lag in InDesign when opening large design files,12.983762518926692,2025-06-15 15:10:54.566478,"Optimized GPU settings, cleared cache",5
HBIT-10094,2025-08-10 23:17:01.225033,Rocco Stiffel MBA.,rocco.stiffel.mba.@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,Performance,Medium,Extreme lag in InDesign when opening large design files,8.722773987930063,2025-08-11 08:00:23.211390,"Optimized GPU settings, cleared cache",3
HBIT-10095,2025-06-13 09:57:38.271159,Henrike Hande B.A.,henrike.hande.b.a.@hugoboss.com,Metzingen Headquarters,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.6839557623674013,2025-06-13 11:38:40.511904,"Restarted SAP connector service, cleared user buffer",5
HBIT-10096,2025-06-18 18:16:07.599265,Univ.Prof. Hans-Eberhard Zirme B.A.,univ.prof..hans-eberhard.zirme.b.a.@hugoboss.com,Munich Flagship Store,Marketing,Performance,Medium,Extreme lag in Photoshop when opening large design files,6.762024776046132,2025-06-19 01:01:50.888459,"Optimized GPU settings, cleared cache",4
HBIT-10097,2025-06-13 05:09:59.117619,Frau Valentine Mude,frau.valentine.mude@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from management,8.670294299482386,2025-06-13 13:50:12.177097,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10098,2025-07-13 13:11:27.512893,Tim Hornich B.Eng.,tim.hornich.b.eng.@hugoboss.com,Berlin Kurfürstendamm Store,Finance,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.894280570482041,2025-07-13 14:05:06.922947,"Rebooted terminal, restored network connectivity",4
HBIT-10099,2025-06-13 17:39:42.095313,Aynur Budig,aynur.budig@hugoboss.com,Metzingen Headquarters,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.3596738097833327,2025-06-13 19:01:16.921028,"Restarted SAP connector service, cleared user buffer",4
HBIT-10100,2025-09-03 21:48:39.404044,Ricarda Möchlichen B.Eng.,ricarda.möchlichen.b.eng.@hugoboss.com,Berlin Kurfürstendamm Store,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from customers,6.638937699047691,2025-09-04 04:26:59.579761,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10101,2025-07-18 15:17:05.264239,Valeria Schuchhardt-Kusch,valeria.schuchhardt-kusch@hugoboss.com,Metzingen Headquarters,Supply Chain,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-07-18 15:19:36.588333,"Rebooted terminal, restored network connectivity",5
HBIT-10102,2025-08-25 18:45:33.541894,Wolfgang Loos,wolfgang.loos@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,Performance,Medium,Extreme lag in Optitex when opening large design files,10.76294798642259,2025-08-26 05:31:20.154645,"Optimized GPU settings, cleared cache",4
HBIT-10103,2025-07-31 00:54:28.047127,Hanne-Lore Bohnbach,hanne-lore.bohnbach@hugoboss.com,Metzingen Headquarters,Marketing,Performance,Medium,Extreme lag in Photoshop when opening large design files,11.608738297837942,2025-07-31 12:30:59.504999,"Optimized GPU settings, cleared cache",4
HBIT-10104,2025-06-17 02:36:21.151885,Sepp Rädel-Börner,sepp.rädel-börner@hugoboss.com,Munich Flagship Store,Visual Merchandising,Performance,Medium,Extreme lag in Optitex when opening large design files,3.9501719450958572,2025-06-17 06:33:21.770887,"Optimized GPU settings, cleared cache",5
HBIT-10105,2025-08-10 14:06:10.716242,Annedore Hänel-Henschel,annedore.hänel-henschel@hugoboss.com,Stuttgart Distribution Center,Product Development,Communication,Medium,Outlook not syncing - missing emails from customers,4.905029055834052,2025-08-10 19:00:28.820843,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10106,2025-06-23 04:49:27.512362,Prof. Slobodan Hande,prof..slobodan.hande@hugoboss.com,Stuttgart Distribution Center,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.3710829276215386,2025-06-23 06:11:43.410901,"Restarted SAP connector service, cleared user buffer",4
HBIT-10107,2025-07-19 06:55:29.032467,Sibilla Bender,sibilla.bender@hugoboss.com,Filderstadt Logistics Hub,HR,Performance,Medium,Extreme lag in Kaledo when opening large design files,7.086325350648409,2025-07-19 14:00:39.803729,"Optimized GPU settings, cleared cache",4
HBIT-10108,2025-06-17 04:16:11.304014,Steven Klingelhöfer,steven.klingelhöfer@hugoboss.com,Hamburg Neuer Wall Store,Product Development,VDI,High,VDI session frozen while working on CLO 3D,1.162153682414122,2025-06-17 05:25:55.057271,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-10109,2025-07-06 17:31:55.248814,Andres Heser-Kranz,andres.heser-kranz@hugoboss.com,Filderstadt Logistics Hub,Product Development,Communication,High,Outlook not syncing - missing emails from management,2.7093359707374125,2025-07-06 20:14:28.858309,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10110,2025-07-07 07:56:03.806030,Lutz Dussen van-Roskoth,lutz.dussen.van-roskoth@hugoboss.com,Metzingen Headquarters,Finance,Communication,Medium,Outlook not syncing - missing emails from management,17.241313440458843,2025-07-08 01:10:32.534416,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10111,2025-06-28 21:03:35.073027,Senol Neuschäfer,senol.neuschäfer@hugoboss.com,Frankfurt Office,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from suppliers,6.909515139841344,2025-06-29 03:58:09.327530,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10112,2025-07-09 13:42:19.084983,Walfried Schinke,walfried.schinke@hugoboss.com,Düsseldorf Showroom,Product Development,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.4824056994453873,2025-07-09 14:11:15.745501,"Rebooted terminal, restored network connectivity",4
HBIT-10113,2025-07-08 13:45:01.376430,Eitel Jacob,eitel.jacob@hugoboss.com,Metzingen Headquarters,Marketing,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25572230282540076,2025-07-08 14:00:21.976720,"Rebooted terminal, restored network connectivity",5
HBIT-10114,2025-06-15 23:46:50.939125,Ing. Tomislav Walter,ing..tomislav.walter@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.3628187177757537,2025-06-16 00:08:37.086509,"Restarted SAP connector service, cleared user buffer",3
HBIT-10115,2025-07-08 01:56:32.572298,Univ.Prof. Annelies Müller B.Sc.,univ.prof..annelies.müller.b.sc.@hugoboss.com,Frankfurt Office,HR,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.5045928393419612,2025-07-08 03:26:49.106520,"Restarted SAP connector service, cleared user buffer",5
HBIT-10116,2025-08-03 18:11:10.885834,Regina Seifert B.A.,regina.seifert.b.a.@hugoboss.com,Metzingen Headquarters,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,2.597951273215855,2025-08-03 20:47:03.510418,"Restarted SAP connector service, cleared user buffer",5
HBIT-10117,2025-08-07 17:52:21.633717,Dr. Bernt Lübs B.Sc.,dr..bernt.lübs.b.sc.@hugoboss.com,Metzingen Headquarters,HR,VDI,High,VDI session frozen while working on CLO 3D,0.7536542788931287,2025-08-07 18:37:34.789121,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10118,2025-06-14 00:32:03.804887,Heinrich Etzold,heinrich.etzold@hugoboss.com,Metzingen Headquarters,Product Development,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25,2025-06-14 00:33:53.425212,"Rebooted terminal, restored network connectivity",5
HBIT-10119,2025-06-18 06:11:36.726956,Brian Kostolzin,brian.kostolzin@hugoboss.com,Filderstadt Logistics Hub,Marketing,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.3315698430296614,2025-06-18 07:31:30.378391,"Restarted SAP connector service, cleared user buffer",4
HBIT-10120,2025-07-06 12:54:30.811378,Dorit Hoffmann-Zirme,dorit.hoffmann-zirme@hugoboss.com,Munich Flagship Store,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.7400009237555193,2025-07-06 13:38:54.814704,"Restarted SAP connector service, cleared user buffer",5
HBIT-10121,2025-08-03 13:17:07.121090,Ing. Luciano Matthäi,ing..luciano.matthäi@hugoboss.com,Berlin Kurfürstendamm Store,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.4493625581508688,2025-08-03 13:44:04.826299,"Restarted SAP connector service, cleared user buffer",5
HBIT-10122,2025-07-23 18:53:15.839703,Pasquale Koch II,pasquale.koch.ii@hugoboss.com,Berlin Kurfürstendamm Store,Finance,Communication,High,Outlook not syncing - missing emails from customers,1.1629760820437316,2025-07-23 20:03:02.553598,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10123,2025-06-24 15:50:19.990893,Matthäus Gertz B.A.,matthäus.gertz.b.a.@hugoboss.com,Stuttgart Distribution Center,Creative Design,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.0316619365212554,2025-06-24 16:52:13.973864,"Rebooted terminal, restored network connectivity",4
HBIT-10124,2025-06-22 07:54:37.419330,Dr. Stella Krause,dr..stella.krause@hugoboss.com,Stuttgart Distribution Center,Marketing,Communication,Medium,Outlook not syncing - missing emails from retail stores,17.423029983329936,2025-06-23 01:20:00.327270,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10125,2025-06-25 01:44:24.218004,Jaroslaw Hecker-Röhricht,jaroslaw.hecker-röhricht@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from customers,3.2481563155837847,2025-06-25 04:59:17.580740,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10126,2025-06-13 14:17:47.637409,Svenja Caspar B.A.,svenja.caspar.b.a.@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,Performance,High,Extreme lag in Kaledo when opening large design files,2.0042110688471975,2025-06-13 16:18:02.797257,"Optimized GPU settings, cleared cache",3
HBIT-10127,2025-08-13 18:51:10.454622,Fridolin Mülichen,fridolin.mülichen@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,VDI,High,VDI session frozen while working on PLM System,4.00152578892761,2025-08-13 22:51:15.947462,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10128,2025-06-13 23:59:51.694310,Patrizia Hübel-Baum,patrizia.hübel-baum@hugoboss.com,Munich Flagship Store,Creative Design,Communication,Medium,Outlook not syncing - missing emails from management,9.196112560534354,2025-06-14 09:11:37.699528,"Recreated Outlook profile, fixed autodiscover",3
HBIT-10129,2025-08-30 00:31:49.523384,Frau Silke Pieper B.Eng.,frau.silke.pieper.b.eng.@hugoboss.com,Hamburg Neuer Wall Store,Retail Operations,VDI,High,VDI session frozen while working on Adobe Illustrator,0.3108003005365386,2025-08-30 00:50:28.404466,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-10130,2025-07-05 10:48:21.094368,Richard Hoffmann-Zänker,richard.hoffmann-zänker@hugoboss.com,Munich Flagship Store,E-Commerce,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.643587725445389,2025-07-05 11:26:58.010180,"Rebooted terminal, restored network connectivity",4
HBIT-10131,2025-06-14 06:36:01.300404,Hans-Ludwig Carsten,hans-ludwig.carsten@hugoboss.com,Düsseldorf Showroom,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from management,6.983548104709576,2025-06-14 13:35:02.073581,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10132,2025-07-21 08:55:11.722804,Margrit Graf,margrit.graf@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from customers,3.0262528308774836,2025-07-21 11:56:46.232995,"Recreated Outlook profile, fixed autodiscover",5
HBIT-10133,2025-06-14 04:35:31.902662,Univ.Prof. Klaas Junk B.Sc.,univ.prof..klaas.junk.b.sc.@hugoboss.com,Filderstadt Logistics Hub,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,1.1469959130651575,2025-06-14 05:44:21.087949,"Restarted SAP connector service, cleared user buffer",5
HBIT-10134,2025-06-20 10:57:56.899150,Dajana Mangold,dajana.mangold@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.5969269237182245,2025-06-20 11:33:45.836075,"Rebooted terminal, restored network connectivity",4
HBIT-10135,2025-06-18 14:23:58.468175,Eckard Hethur,eckard.hethur@hugoboss.com,Düsseldorf Showroom,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,1.5269189519450803,2025-06-18 15:55:35.376402,"Restarted SAP connector service, cleared user buffer",4
HBIT-10136,2025-08-25 14:14:21.798986,Dr. Traute Mangold,dr..traute.mangold@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,1.4157539917374342,2025-08-25 15:39:18.513356,"Rebooted terminal, restored network connectivity",4
HBIT-10137,2025-06-19 16:14:37.752056,Dr. Hans-Günter Jüttner,dr..hans-günter.jüttner@hugoboss.com,Frankfurt Office,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from customers,8.924113760281209,2025-06-20 01:10:04.561593,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10138,2025-06-22 20:59:12.983729,Univ.Prof. Jens Finke,univ.prof..jens.finke@hugoboss.com,Berlin Kurfürstendamm Store,Visual Merchandising,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.6046836811743094,2025-06-22 21:35:29.844981,"Rebooted terminal, restored network connectivity",4
HBIT-10139,2025-06-15 03:34:17.066617,Leonore Jüttner,leonore.jüttner@hugoboss.com,Düsseldorf Showroom,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.4302623896137617,2025-06-15 04:00:06.011220,"Restarted SAP connector service, cleared user buffer",4
HBIT-10140,2025-08-20 22:57:44.309004,Alfredo Sölzer,alfredo.sölzer@hugoboss.com,Filderstadt Logistics Hub,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-08-20 23:02:28.205035,"Restarted SAP connector service, cleared user buffer",4
HBIT-10141,2025-06-16 14:33:40.553224,Prof. Arnold Drubin,prof..arnold.drubin@hugoboss.com,Stuttgart Distribution Center,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.25,2025-06-16 14:37:54.277324,"Restarted SAP connector service, cleared user buffer",5
HBIT-10142,2025-07-06 13:48:35.562413,Meinrad Mentzel,meinrad.mentzel@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,Performance,Medium,Extreme lag in Photoshop when opening large design files,3.6523329130726343,2025-07-06 17:27:43.960900,"Optimized GPU settings, cleared cache",5
HBIT-10143,2025-08-03 18:09:02.134634,Prof. Elfriede Henschel MBA.,prof..elfriede.henschel.mba.@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,1.8844684508849712,2025-08-03 20:02:06.221057,"Rebooted terminal, restored network connectivity",4
HBIT-10144,2025-06-21 18:56:42.054392,Babett Bohnbach,babett.bohnbach@hugoboss.com,Munich Flagship Store,Supply Chain,Communication,High,Outlook not syncing - missing emails from retail stores,3.128983532646232,2025-06-21 22:04:26.395110,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10145,2025-06-29 03:51:15.899142,Annett Häring-Klemm,annett.häring-klemm@hugoboss.com,Metzingen Headquarters,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from retail stores,25.963119698221625,2025-06-30 05:49:03.130056,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10146,2025-07-10 11:52:42.249603,Cemal Röhrdanz,cemal.röhrdanz@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,Communication,Medium,Outlook not syncing - missing emails from retail stores,5.886573651839529,2025-07-10 17:45:53.914750,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10147,2025-07-19 14:03:13.745059,Dipl.-Ing. Justine Haering,dipl.-ing..justine.haering@hugoboss.com,Düsseldorf Showroom,HR,Communication,High,Outlook not syncing - missing emails from suppliers,1.9527729594440757,2025-07-19 16:00:23.727713,"Recreated Outlook profile, fixed autodiscover",4
HBIT-10148,2025-06-13 13:47:31.029035,Till Hermann,till.hermann@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from suppliers,3.8584516335053243,2025-06-13 17:39:01.454916,"Recreated Outlook profile, fixed autodiscover",3
HBIT-10149,2025-06-26 11:33:24.418183,Ella Killer MBA.,ella.killer.mba.@hugoboss.com,Düsseldorf Showroom,E-Commerce,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.2532854799449116,2025-06-26 11:48:36.245911,"Rebooted terminal, restored network connectivity",4
HBIT-10150,2025-08-10 14:14:11.139360,Stephan Wulff-Conradi,stephan.wulff-conradi@hugoboss.com,Stuttgart Distribution Center,Visual Merchandising,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.3628163874366853,2025-08-10 14:35:57.278355,"Rebooted terminal, restored network connectivity",4
HBIT-10151,2025-06-25 05:34:58.586741,Frieda Thanel,frieda.thanel@hugoboss.com,Stuttgart Distribution Center,HR,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.9666628698111883,2025-06-25 06:32:58.573072,"Rebooted terminal, restored network connectivity",4
